,bike,bus,car,motor,person,rider,traffic light,traffic sign,train,truck,mAP,name,item
0,0.3317744989099363,0.6078806780529703,0.5775743205552751,0.4127846749264057,0.5731760616215569,0.30415387655725074,0.6408939670778349,0.6598782413844433,0.33333319444450926,0.5988300571779736,0.553432516281756,baseline_without_occluded,
1,0.6001305272073393,0.8256343929024342,0.7885537896653441,0.6688422892689907,0.6916780790272852,0.6967966551415242,0.6663238728720129,0.6975320003522736,0.23333330111111605,0.804947890843879,0.7467366771977106,baseline_with_occluded,
2,0.2698724872913808,0.8366695726560549,0.8297492593049466,0.5357142774234696,0.6645800276720126,0.6232876417662283,0.6582619751695127,0.6749472748821139,0.7499993750005625,0.8032143175913629,0.7177529542969252,Occ_without_occlusion,
3,0.4975524216913693,0.5830672597898324,0.6017850098301288,0.4975417812292633,0.6254294623476515,0.5508474499730138,0.6645935344584797,0.6873819251978122,0.5333328311116113,0.5745345483951272,0.6017444824286036,Occ_with_occlusion,
4,0.6443298775621371,0.9511173156276623,0.9175385568853645,0.7380952227607713,0.8318060326297712,0.6232876417662283,0.7957029702518358,0.8239099344432191,0.7499993750005625,0.9356866527954608,0.7200697878038919,class_agnostic_without_occlusion,0.0
5,0.5412115132994275,0.6233562917031897,0.6217782373502557,0.5608406987390895,0.6744457848282646,0.5531586983727933,0.7876139110598164,0.8037842328083322,0.5333328311116113,0.6293286214222876,0.6026765582533249,class_agnostic_with_occlusion,0.0
